source,target,weight
man,both,1
know,against,3
benefit,HPV_vaccine,3
HPV,associate,3
women,symptoms,6
there,there,1
those,more,3
early,treat,4
abnormal,develop,1
do,Information,1
cervical_cancer,people,7
year,year,2
last,never,1
action,you,2
love,love,1
foundation,foundation,1
not,all,10
pay,pay,1
HPV_vaccine,HPV_vaccine,1
explain,HPV_vaccine,3
women,screening,19
survivor,I,2
keep,status,1
pap,pap,1
time,song,1
forget,make,1
tomorrow,cervical_cancer,4
hope,those,1
my,team,2
might,January,1
Infection,cervical_cancer,6
data,Effective,1
you,smear,17
life,want,1
add,girl,1
anything,just,1
not,schedule,1
treatment,factor,1
discuss,cervical_cancer,3
pain,pain,1
which,he,1
help,up,3
anal,warts,1
pap,important,1
follow,Info,1
here,here,1
cervical_cancer,pain,2
more,symptoms,2
check_out,how,2
main,you,1
post,doctor,1
treatment,treatment,1
spread,such,1
best,since,1
mean,cervical,2
need,need,1
yourself,cervical_cancer,4
think,think,1
cervical_cancer,real,4
oral_cancer,oral_cancer,1
just,get,37
under,women,1
girl,more,10
January,vaccination,2
pain,until,1
guy,guy,1
not,vaccine,6
girl,people,1
cervical_cancer,woman,8
shot,kill,2
hope,both,2
today,get,5
important,we,1
cervical_cancer,learn,25
best,when,3
might,Monday,1
Gardasil,thank,1
people,hurt,1
today,annual,1
education,you,1
read,HPV_vaccine,3
ass,ass,2
human_papillomavirus,sexually_transmit,6
why,we,4
herpes,AIDS,2
cervical_cancer,spread,20
woman,encourage,1
find,blood,1
year,get,6
apparently,some,1
HIV,HIV,1
risk,life,2
Lady,sure,1
out,after,3
they,just,4
today,HPV_test,1
warts,like,4
get,help,8
why,they,3
clinical,side_effect,1
down,you,4
I,hear,3
welcome,Twitter,2
I,only,3
know,Gardasil_shot,1
most,people,7
oncology,top,2
schedule,today,1
point,Gardasil,1
might,cervical_cancer,12
news,cervical_cancer,13
knowledge,low,4
January,knowledge,1
regular,follow,2
new,who,3
hurt,than,3
order,keep,1
when,normal,1
survivor,cervical_cancer,1
during,colposcopy,1
pretty,HPV,2
new,high,4
pap,hope,3
hurt,many,1
Effective,study,4
shot,time,1
Twitter,tweet,1
women,smear,31
sure,doctor,2
risk,how,1
pap,I,17
support,out,5
screening,under,4
end,up,3
yo,hoe,1
you,live,9
often,more,1
here,support,4
transmit,sexual,2
when,last,5
university,blood,1
give,only,1
safe,Effective,5
protection,early,1
more,latest,2
HPV_vaccine,sometimes,1
happy,today,1
birth,control,7
ok,doctor,2
good,last,1
totally,camcer,1
month,again,1
what,guess,1
female,regular,3
risk,factor,18
treatment,we,1
here,why,1
pap,after,1
medical,detect,1
action,news,1
women,likely,48
access,find,1
put,I_think,1
not,you,15
page,Information,1
vaccine,protect,4
cervical_cancer,women,82
hate,get,2
care,get,2
life,afraid,1
more,good,3
HPV,know,7
always,try,1
pharma,HPV,1
pap,like,4
new,HPV,24
we,I,3
just,pretty,1
I_know,well,1
HPV,include,1
pap,detection,1
facilitate,treatment,1
we,learn,1
women,human_papilloma,2
risk,age,2
medical,journal,2
pap,think,1
he,than,1
smear,part,1
each,cervical_cancer,5
we,regular,2
we,week,1
women,man,5
how,way,1
associate,oral,3
there,since,1
do,prevent,9
cancer,women,8
awareness,Prevention,3
go,only,2
all,increase,2
please,cervical_cancer,48
good,out,3
why,against,5
why,boy,5
pap,reduce,1
when,cervical_cancer,15
do,anal,2
great,cervical_cancer,6
sure,medical,1
yourself,against,2
cervical_cancer,detection,4
HPV_shot,before,1
how,more,3
we,must,7
