source,target,weight
Prevention,cervical_cancer,32
do,cervical_cancer,32
more,women,32
HPV,skin_cancer,32
more,HPV,32
HPV,better,32
use,Gardasil,32
I,up,31
risk,HPV,31
cervical_cancer,save,31
never,pap_smear,31
tell,you,31
cervical_cancer,only,31
how,do,31
no,HPV,31
HPV,like,31
HPV,do,31
get,Gardasil,31
among,women,31
Gardasil,you,31
cervical_cancer,what,31
she,she,30
vaccine,vaccine,30
I,see,30
Gardasil,prevent,30
we,HPV,30
cervical_cancer,need,30
I,still,30
I,go,30
just,HPV,30
virus,all,30
when,cervical_cancer,30
fight,against,30
you,your,30
HPV,jag,30
time,I,30
Gardasil,cervical_cancer,30
HPV,treatment,29
doctor,DRE,29
cervical_cancer,research,29
HPV,all,29
all,you,29
not,HPV_vaccine,29
cervical_cancer,injection,29
US,cervical_cancer,29
snub,HPV_vaccine,29
circumcision,risk,29
more,likely,29
Lady,pap_smear,29
you,go,29
HPV,more,29
I,know,29
women,snub,29
pap_smear,test,29
you,my,29
young,girl,28
my,you,28
smear,smear,28
all,get,28
new_blog,latest,28
Merck,Gardasil,28
cervical_cancer,common,28
India,HPV_vaccine,28
my,shot,28
Info,cervical_cancer,28
get,not,28
there,HPV,28
man,get,28
I,Gardasil,28
when,get,28
approve,ana_cancer,28
approval,ana_cancer,28
HPV,herpes,28
get,Gardasil_shot,28
I,what,28
sexually,active,28
I,do,27
like,get,27
new,HPV_vaccine,27
HPV,risk,27
between,skin_cancer,27
HPV_vaccine,after,27
cervical_cancer,just,27
do,not,27
HPV,symptoms,27
cervical_cancer,among,27
vaccine,against,27
pap_smear,cervical_cancer,27
cervical_cancer,than,27
you,think,27
up,cervical_cancer,27
jab,I,27
detect,cervical_cancer,27
you,HPV_vaccine,27
cervical_cancer,know,27
today,cervical_cancer,27
Lady,get,27
cause,symptoms,27
after,cervical_cancer,27
get,shot,27
help,prevent,26
I,hope,26
not,you,26
cervical_cancer,woman,26
HPV,camcer,26
HPV,cervical,26
pap_smear,get,26
HPV,study,26
all,my,26
sex,cervical_cancer,26
when,pap_smear,26
Lady,cervical_cancer,26
HPV,HIV,26
check,cervical_cancer,26
I,check,26
my,friend,26
surgery,India,26
hey,I,26
cervical_cancer,out,26
here,cervical_cancer,26
do,HPV,26
she,HPV,26
not,I,26
cervical_cancer,pap_smear,26
cervical_cancer,how,26
my_arm,I,25
FDA,use,25
doctor,cervical_cancer,25
get,pap,25
screening,women,25
give,pap_smear,25
I,feel,25
get,out,25
HPV,vaccine,25
cervical_cancer,week,25
pap_smear,not,25
cervical_cancer,there,25
most,cervical_cancer,25
young_woman,cervical_cancer,25
new,vaccine,25
year,cervical_cancer,25
I,all,25
risk,HIV,25
they,get,25
die,cervical_cancer,25
you,no,25
cervical_cancer,deaths,25
ana_cancer,Prevention,25
cervical_cancer,help,25
help,protect,25
know,what,25
poolside,pap_smear,25
new,Gardasil,25
Gardasil,FDA,25
suggest,skin_cancer,25
help,all,25
HPV_vaccine,man,25
who,HPV,25
protect,all,25
HPV_test,cervical_cancer,25
reduce,cervical_cancer,25
people,cervical_cancer,25
girl,girl,24
research,cervical_cancer,24
than,cervical_cancer,24
women,die,24
love,you,24
not,get,24
outcome,head,24
does,not,24
today,my,24
get,jab,24
you,all,24
cervical_cancer,survivor,24
pap_smear,like,24
HPV,they,24
my,all,24
test,save,24
not,like,24
I,HPV_vaccine,24
pap_smear,all,24
treatment,treatment,23
genital,genital,23
cervical_cancer,please,23
condom,HPV,23
cervical_cancer,campaign,23
news,cervical_cancer,23
I,she,23
free,today,23
all,fight,23
cervical_cancer,risk,23
cure,cervical_cancer,23
pap_smear,they,23
HPV_vaccine,against,23
cervical_cancer,time,23
my,mom,23
HPV,new,23
HPV_infection,risk,23
HPV,today,23
Gardasil,HPV_vaccine,23
Gardasil,older_woman,23
cervical_cancer,free,23
HPV_vaccine,warts,23
how,I,23
my,arm,23
cervical_cancer,like,23
awareness,cervical_cancer,23
only,girl,23
pap_smear,doctor,23
some,Info,23
last,today,23
help,US,23
get,like,23
find,out,23
my,jag,23
you,what,23
protect,fight,23
my,now,23
all,I,23
who,get,23
never,get,23
she,doctor,23
camcer,camcer,22
my,not,22
get,troop,22
you,vaccine,22
smear,Miami_beach,22
HPV,human_papillomavirus,22
pap,today,22
pap,Haiti,22
teenage,girl,22
women,they,22
my,Gardasil_shot,22
today,Haiti,22
do,smear,22
Miami_beach,Haiti,22
pap,Miami_beach,22
today,Miami_beach,22
give,HPV,22
smear,today,22
Gardasil_vaccine,ana_cancer,22
outcome,neck,22
cervical_cancer,style,22
I,jab,22
pap_smear,vagina,22
free,pap_smear,22
only,get,22
I,here,22
HPV,lead,22
test,HPV,22
smear,Haiti,22
boy,get,22
year,old,22
Gardasil,I,22
Haiti,get,22
here,check,22
I,shot,22
January,national,22
my,HPV_vaccine,22
hey,some,22
health,HPV,22
free,Miami_beach,22
Miami_beach,troop,22
Miami_beach,get,22
she,DRE,22
cervical_cancer,we,22
Haiti,troop,22
risk,factor,22
out,I,22
test,test,21
man,man,21
pap_smear,pap_smear,21
doctor,doctor,21
day,cervical_cancer,21
do,pap,21
last,year,21
just,you,21
cervical_cancer,news,21
I,they,21
now,cervical_cancer,21
young,man,21
man,women,21
no,I,21
HPV,there,21
DRE,pap_smear,21
HPV,might,21
HPV,Gardasil,21
vaccination,cervical_cancer,21
warts,treatment,21
women,pap_smear,21
learn,more,21
India,after,21
people,HPV,21
we,get,21
some,here,21
three,cervical_cancer,21
like,HPV,21
std,HPV,21
Prevention,ana_cancer,21
HPV_virus,warts,21
need,get,21
my,my_arm,21
get,prevent,21
Info,check,21
eight,virus,21
Info,here,21
hey,Info,21
annual,pap_smear,21
hey,check,21
I,Info,21
some,check,21
hey,here,21
vaccine,boy,21
you,more,21
they,HPV,21
cervical_cancer,same,21
HPV_virus,skin_cancer,21
HPV_virus,link,21
eight,cervical_cancer,21
cervical_cancer,last,21
cervical_cancer,Information,21
what,pap,21
cervical_cancer,early,20
new,relationship,20
cervical_cancer,program,20
Gardasil,girl,20
lead,cervical_cancer,20
make,sure,20
HPV_test,pap_smear,20
warts,genital,20
I,say,20
cervical_cancer,statistics,20
man,who,20
now,get,20
jab,today,20
just,out,20
most,camcer,20
like,my,20
what,does,20
they,you,20
HPV,which,20
HPV,link,20
up,my,20
cervical_cancer,during,20
women,pap,20
cervical_cancer,doctor,20
pap_smear,just,20
cervical_cancer,no,20
these,cervical_cancer,20
no,get,20
HPV,how,20
not,pap_smear,20
HPV_vaccine,trial,20
Gardasil,new,20
after,girl,20
only,HPV,20
you,approval,20
cervical_cancer,visit,20
doctor,you,20
vaccine,girl,20
Lady,you,20
eight,all,20
no,cervical_cancer,20
HPV,screening,20
only,cervical_cancer,20
hey,cervical_cancer,20
cervical_cancer,say,20
you,risk,19
do,same,19
cervical_cancer,year,19
risk,risk,19
doctor,my,19
stop,cervical_cancer,19
protect,yourself,19
up,pap_smear,19
my,sister,19
screening,test,19
shot,I,19
HPV,some,19
all,women,19
FDA,Gardasil_vaccine,19
such,pap,19
fight,style,19
pap_smear,than,19
when,HPV,19
life,smear,19
cervical_cancer,never,19
I,guess,19
cervical_cancer,after,19
girl,die,19
symptoms,treatment,19
young,relationship,19
life,pap,19
girl,I,19
cervical_cancer,national,19
HPV_test,than,19
people,stage,19
such,smear,19
HPV,now,19
they,cervical_cancer,19
nasty,pap_smear,19
make,you,19
last,jab,19
you,pap,19
how,get,19
I,when,19
why,women,18
girl,vaccination,18
cervical_cancer,cervical,18
do,think,18
genital,treatment,18
you,when,18
HPV,who,18
today,my_arm,18
do,need,18
you,women,18
just,like,18
who,HPV_vaccine,18
when,we,18
I,never,18
HPV_vaccine,side_effect,18
make,get,18
know,get,18
I,camcer,18
see,cervical_cancer,18
camcer,HPV,18
cervical_cancer,hope,18
you,warts,18
these,HPV,18
link,risk,18
I,girl,18
like,cervical_cancer,18
when,virus,18
treatment,HPV,18
vaccine,Gardasil,18
cervical_cancer,UK,18
health,HPV_vaccine,18
need,know,18
cervical_cancer,make,18
take,cervical_cancer,18
young,get,18
deaths,Gardasil,18
diagnostic,such,18
spend,diagnostic,18
life,such,18
FDA,approval,18
spend,such,18
diagnostic,smear,18
why,pap_smear,18
HPV,only,18
diagnostic,pap,18
pap_smear,crystal_castle,18
spend,life,18
life,diagnostic,18
you,same,18
awareness,week,18
pap,cervical_cancer,18
young,new,18
cervical_cancer,why,18
cervical,cervical_cancer,18
prognosis,cervical_cancer,18
they,they,17
women,over,17
cervical_cancer,love,17
women,do,17
fight,do,17
now,my,17
cervical_cancer,cervix,17
get,all,17
vaccination,against,17
I,mean,17
HPV_vaccine,approve,17
she,I,17
you,just,17
I,commercial,17
camcer,women,17
doctor,I,17
virus,HPV,17
my,injection,17
HPV,health,17
my,who,17
right,now,17
campaign,cervical_cancer,17
you,smear,17
you,prevent,17
HPV_vaccine,you,17
you,Gardasil,17
get,against,17
HPV,help,17
HPV_vaccine,not,17
sure,you,17
HPV_vaccine,recurrence,17
circumcision,prevent,17
HPV,no,17
why,you,17
go,my,17
how,pap_smear,17
how,many,17
see,you,17
spread,word,17
cervical_cancer,4,17
new,screening,17
die,US,17
Kathy_Griffin,public,17
HPV,std,17
US,deaths,17
women,all,17
HPV_vaccine,women,17
trial,after,17
India,girl,17
not,good,17
ana_cancer,FDA,17
I,doctor,17
does,nothing,17
fight,you,17
study,skin_cancer,17
HPV_vaccine,US,17
power,cervical_cancer,17
genital,you,17
human_papillomavirus,Infection,17
smear,women,17
cervical_cancer,medical,17
human_papillomavirus,HPV,17
hurt,like,17
girl,nothing,17
why,I,17
like,like,16
women,women,16
who,sex,16
just,last,16
HPV,sexually_transmit,16
HPV_shot,my_arm,16
pap,women,16
day,I,16
HPV_vaccine,cervical,16
cervical_cancer,shot,16
breast,program,16
out,Gardasil,16
sure,get,16
still,get,16
back,I,16
I,think,16
what,get,16
new,health,16
HPV_shot,my,16
head,cancer,16
dolphins,cervical_cancer,16
HPV,common,16
cervical_cancer,find,16
out,my,16
pap_smear,when,16
I_am,I,16
cervical_cancer,go,16
you,make,16
Gardasil_vaccine,Prevention,16
when,they,16
cause,genital,16
neck,cancer,16
there,cervical_cancer,16
HPV,cancer,16
cause,warts,16
Gardasil,women,16
power,over,16
rare,cervical_cancer,16
you,ask,16
FDA,HPV_vaccine,16
get,test,16
do,women,16
use,HPV,16
get,smear,16
get,doctor,16
than,fight,16
my,life,16
girl,not,16
get,girl,16
time,pap_smear,16
my,Gardasil,16
after,die,16
vagina,no,16
you,girl,16
HPV_vaccine,die,16
who,start,16
approve,Prevention,16
Gardasil,use,16
know,pap_smear,16
die,does,16
no,Value,16
fight,same,16
circumcision,HIV,16
after,US,16
smear,test,16
get,she,16
girl,US,16
cervical_cancer,month,16
US,does,16
no,pap,16
girl,does,16
die,deaths,16
US,nothing,16
after,nothing,16
young_woman,vaccine,16
vagina,Value,16
pap_smear,Value,16
after,does,16
panel,HPV_vaccine,16
die,nothing,16
than,three,16
three,fight,16
more,three,16
factor,cervical_cancer,16
does,HPV,16
pap_smear,do,16
girl,vaccine,16
free,screening,16
cervical_cancer,preventable,16
you,want,16
new,new,15
pap,pap,15
HPV_test,more,15
likely,get,15
increase,risk,15
I_am,my,15
shot,cervical_cancer,15
go,I,15
camcer,cervix,15
replace,pap_smear,15
word,cervical_cancer,15
vaccine,camcer,15
warts,you,15
GSK,cervical_cancer,15
I_get,my,15
Improved,head,15
prevent,get,15
HPV,know,15
learn,cervical_cancer,15
young,sexual,15
you,genital,15
common,camcer,15
than,pap_smear,15
my,tomorrow,15
last,HPV,15
HPV_vaccine,help,15
never,no,15
health,Canada,15
HPV,disease,15
new,infect,15
study,new,15
new,test,15
HPV_shot,like,15
your,you,15
new,sexual,15
Kathy_Griffin,poolside,15
cervical_cancer,detect,15
cervical_cancer,tomorrow,15
HPV_vaccine,ana_cancer,15
my,daughter,15
HPV,girl,15
cervical_cancer,long,15
cervical_cancer,many,15
I,more,15
virus,link,15
tobacco,use,15
panel,Value,15
than,women,15
sexual,HPV,15
you,love,15
all,over,15
time,truth,15
doctor,get,15
cervical_cancer,online,15
which,HPV,15
get,up,15
last,pap_smear,15
girl,you,15
pregnancy,HPV,15
study,Gardasil,15
I,time,15
cervical_cancer,add,15
final,cervical_cancer,15
when,my,15
sexual,relationship,15
trial,girl,15
get,jag,15
India,die,15
mass_breast,cervical_cancer,15
my,pap,15
increase,cervical_cancer,15
India,trial,15
genital_HPV,warts,15
who,pap_smear,15
trial,US,15
India,US,15
HPV,4,15
HPV,she,15
trial,does,15
HPV_vaccine,does,15
new,pap_smear,15
I,wish,15
go,you,15
gay,boy,15
nothing,deaths,15
cervical_cancer,cost,15
Lady,never,15
does,deaths,15
trial,die,15
HPV_vaccine,nothing,15
use,Prevention,15
Improved,outcome,15
trial,nothing,15
circumcision,vaccine,15
get,4,15
relationship,infect,15
HPV,rise,15
shot,my,15
cervical_cancer,article,15
HPV,Prevention,15
risk,std,15
women,you,15
cervical_cancer,low_cost,15
link,cervical_cancer,15
cervical_cancer,pap,15
people,who,15
young,infect,15
women,more,15
you,4,15
not,not,14
do,do,14
cervical_cancer,disease,14
today,now,14
we,we,14
I,we,14
do_not,get,14
cervical_cancer,January,14
give,you,14
prevent,cervical,14
cervical_cancer,school,14
what,they,14
pap_smear,what,14
cervical_cancer,needle,14
HPV_vaccine,young,14
more,get,14
cervical_cancer,up,14
perversion,HPV,14
pap,get,14
women,year,14
not,all,14
cervical_cancer,my_arm,14
cervical_cancer,drug,14
off,cervical_cancer,14
woman,who,14
Gardasil,against,14
care,cervical_cancer,14
my,out,14
jab,girl,14
boost,new,14
up,HPV,14
time,you,14
not,know,14
cervical_cancer,join,14
HPV,nearly,14
now,you,14
let,you,14
out,4,14
now,HPV,14
Gardasil,side_effect,14
women,than,14
want,get,14
get,your,14
pap_smear,she,14
sex,perversion,14
more,Info,14
relationship,HPV,14
cervical_cancer,event,14
lung,camcer,14
smear,get,14
deadly,HPV,14
HPV,than,14
link,head,14
HPV,still,14
study,boost,14
I,my_arm,14
dumb,doctor,14
cervical_cancer,human_papillomavirus,14
cervical_cancer,hurt,14
mass_breast,screening,14
prognosis,virus,14
regular,pap,14
breast_cancer,cervical_cancer,14
test,women,14
truth,Gardasil,14
response,deaths,14
commercial,cervical_cancer,14
good,you,14
symptoms,women,14
cervical_cancer,support,14
oral_cancer,rise,14
I,these,14
vaccine,man,14
compact,verso,14
protection,HPV,14
women,need,14
cervical_cancer,ad,14
videotec,compact,14
cervical_cancer,read,14
new_blog,Gardasil,14
boy,HPV,14
please,I,14
warning,Gardasil,14
girl,response,14
what,smear,14
pap_smear,after,14
cervical_cancer,US,14
after,response,14
compact,sunshield,14
HPV_test,replace,14
verso,only,14
prognosis,when,14
good,I,14
all,Lady,14
videotec,verso,14
against,genital,14
secirity,only,14
dumb,she,14
secirity,verso,14
HPV_infection,link,14
housing,only,14
politicizes,pap,14
higher,risk,14
think,cervical_cancer,14
I,vaccine,14
young,women,14
you,see,14
HPV_vaccine,study,14
verso,housing,14
never,vagina,14
your,pap_smear,14
does,response,14
not,only,14
secirity,compact,14
die,response,14
nasty,get,14
sunshield,only,14
US,response,14
compact,only,14
compact,housing,14
Thursday,July,14
verso,sunshield,14
nothing,response,14
FDA,new,14
kat,she,14
Value,HPV_vaccine,14
dumb,DRE,14
HPV,test,14
pap_smear,good,14
you,test,14
HPV,why,14
oral_cancer,more,14
use,condom,14
I,school,14
4,women,14
I,YouTube,14
cervical_cancer,take,14
cell,cervical_cancer,14
women,under,14
you,give,14
cervical_cancer,great,14
I,after,14
breast,screening,14
free,free,13
many,women,13
sexual,infect,13
approve,prevent,13
cervical_cancer,prognosis,13
cervical_cancer,learn,13
virus,virus,13
just,she,13
not,vaccine,13
screening,screening,13
does,Gardasil,13
cervical_cancer,which,13
Gardasil_shot,I,13
my,still,13
I,always,13
HPV,good,13
spread,cervical_cancer,13
which,cervical_cancer,13
donate,cervical_cancer,13
vaccine,not,13
cervical_cancer,they,13
likely,cervical_cancer,13
find,cervical_cancer,13
cervical_cancer,still,13
please,help,13
cervical_cancer,patient,13
Gardasil,deaths,13
HPV_vaccine,programme,13
help,women,13
I,people,13
Fox_News,politicizes,13
girl,most,13
genital,human_papillomavirus,13
I,off,13
you,sex,13
cervical_cancer,highly,13
circumcision,std,13
than,conventional,13
my,hurt,13
what,pap_smear,13
they,I,13
boost,Gardasil,13
he,HPV,13
new_blog,HPV_vaccine,13
you,yourself,13
girl,like,13
no,smear,13
HPV,world,13
smear,I,13
HPV_vaccine,I,13
screening,camcer,13
HPV_vaccine,more,13
approval,include,13
women,know,13
out,you,13
what,women,13
HPV,time,13
work,cervical_cancer,13
HPV,boy,13
more,pap_smear,13
I,Gardasil_shot,13
cure,HPV,13
my_arm,my,13
need,pap,13
national,camcer,13
Improved,neck,13
many,cervical_cancer,13
cervical,screening,13
most,women,13
food,drug_administration,13
genital_herpe,HPV,13
free,HPV,13
women,smear,13
go,cervical_cancer,13
young,cervical_cancer,13
woman,HPV_vaccine,13
swine,flu,13
my,final,13
cervical_cancer,wait,13
pap,test,13
I,arm,13
support,add,13
Gardasil,include,13
well,pap_smear,13
HPV_vaccine,only,13
sex,HPV,13
against,warts,13
than,HPV,13
most,deadly,13
pap_smear,jiffy,13
pap_smear,know,13
HPV_vaccine,camcer,13
way,HPV,13
HPV_vaccine,enough,13
kat,puss,13
HPV_vaccine,young_woman,13
common,sexually_transmit,13
you,take,13
mom,cervical_cancer,13
protection,against,13
Fox_News,pap,13
she,jiffy,13
my,when,13
like,bitch,13
cause,camcer,13
US,HPV_vaccine,13
condom_use,cut,13
nasty,she,13
puss,nasty,13
nasty,jiffy,13
puss,get,13
puss,she,13
kat,nasty,13
get,jiffy,13
finish,HPV_vaccine,13
give,free,13
HPV_vaccine,Gardasil,13
HPV_vaccine,like,13
you,doctor,13
HPV,vax,13
HPV,out,13
HPV,sex,13
we,all,13
they,give,13
you,some,13
cervical_cancer,ovarian_cancer,13
women,not,13
cervical_cancer,see,13
sexual,cervical_cancer,13
know,I,13
no,not,13
cervical_cancer,survival,13
know,know,13
help,help,12
Gardasil,Gardasil,12
health,health,12
fuck,fuck,12
out,she,12
virus,cause,12
ovarian,cervical_cancer,12
I,only,12
I,than,12
I,well,12
better,than,12
not,my,12
pap,I,12
when,last,12
I,who,12
yourself,cervical_cancer,12
vaccine,now,12
get,help,12
man,cervical_cancer,12
support,avatar,12
girl,against,12
out,get,12
last,time,12
you,please,12
I,injection,12
women,against,12
check_out,cervical_cancer,12
old,cervical_cancer,12
cure,genital,12
get,vaccination,12
4,4,12
why,cervical_cancer,12
all,all,12
good,my,12
high,risk,12
I,old,12
time,get,12
I,no,12
oral_cancer,HPV,12
my_arm,cervical_cancer,12
surgery,low_cost,12
likely,HPV,12
friend,cervical_cancer,12
reduce,risk,12
study,cervical_cancer,12
HPV,throat,12
support,HPV_vaccine,12
when,she,12
some,HPV,12
cervical_cancer,develop,12
cervical_cancer,smear,12
cervical_cancer,Info,12
link,neck,12
cervical_cancer,sex,12
jab,like,12
you,someone,12
cervical_cancer,medical_tourism,12
I,day,12
abnormal_pap_smear,smear,12
does,anyone,12
she,you,12
HPV_vaccine,world,12
Merck,women,12
man,sex,12
disease,cervical_cancer,12
anyone,cervical_cancer,12
complementary,treatment,12
condom,against,12
please,my,12
what,we,12
my,HPV_injection,12
screening,HPV,12
Gardasil,who,12
home,test,12
cervical_cancer,well,12
HPV,please,12
you,she,12
part,Gardasil,12
smear,cervical_cancer,12
my,dad,12
injection,cervical_cancer,12
HPV_vaccine,now,12
India,medical_tourism,12
who,need,12
dumb,pap_smear,12
get,now,12
need,cervical_cancer,12
camcer,research,12
HPV_infection,HIV,12
my,they,12
day,my,12
get,warts,12
use,link,12
danger,HPV,12
why,stop,12
India,low_cost,12
get,no,12
better,survival_rate,12
human_papilloma,cervical_cancer,12
sexually_transmit,Infection,12
risk,herpes,12
cervical_cancer,does,12
virus,women,12
HPV,after,12
HPV,up,12
system,HPV,12
condom,protect_against,12
FDA_Panel,ana_cancer,12
I,year,12
my,day,12
surgery,medical_tourism,12
cervical_cancer,stop,12
your,4,12
all,three,12
day,pap_smear,12
hope,you,12
man,vaccine,12
vaccine,women,12
HPV_vaccine,health,12
you,come,12
health,insurance,12
you,never,12
test,more,12
provide,HPV,12
Sane,vax,12
jab,cervical_cancer,12
just,crystal_castle,12
add,avatar,12
eat,cervical_cancer,12
man,they,12
most,cancer,12
risk,study,12
over,HPV,12
cervical_cancer,trust,12
women,test,12
smear,under,12
she,my,12
cervical_cancer,kill,12
pap,under,12
check,out,12
human_papillomavirus,sexually_transmit,12
get,needle,12
HPV,just,12
get,they,12
you,who,12
over,vaccine,12
risk,skin_cancer,12
not,girl,12
yes,you,12
cervical,cance,12
pap_smear,go,12
my,how,12
I,I_am,12
I,give,12
HPV_vaccine,hurt,12
Gardasil,young,12
Merck,data,12
does,I,12
HPV_shot,tomorrow,12
women,likely,12
read,read,11
mother,cervical_cancer,11
condom,HIV,11
health,pap,11
I,jag,11
cervical_cancer,study,11
cervical_cancer,care,11
blog,cervical_cancer,11
more,more,11
good,cervical_cancer,11
jag,today,11
Gardasil,help,11
someone,you,11
how,prevent,11
see,I,11
cervical_cancer,when,11
Gardasil,vaccination,11
immune,system,11
I,those,11
respond,Gardasil,11
come,back,11
know,they,11
injection,I,11
cervical_cancer,story,11
do,they,11
4,pap_smear,11
I,start,11
she,like,11
they,just,11
you,boy,11
cervical_cancer,2010,11
does,you,11
learn,how,11
I,sure,11
what,symptoms,11
birth,control,11
HPV,survival,11
HPV,use,11
cervical_cancer,breast_cancer,11
year,girl,11
well,I,11
why,HPV,11
Gardasil,Cervarix,11
my,back,11
use,respond,11
AIDS,herpes,11
tobacco,link,11
my,vaccine,11
provide,against,11
cervical_cancer,young_woman,11
socail_media,respond,11
human,cervical_cancer,11
do,test,11
socail_media,Gardasil,11
do,what,11
neck,IMRT,11
boy,man,11
get,hurt,11
know,cervical,11
getting,pap_smear,11
off,I,11
get,public,11
Gardasil,genital,11
